,game,model,experiment,episode,metric,value
16222,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_40,Success,0.0
16223,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_40,Main Score,0.0
16224,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_40,Sum of Points,0.0
16225,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_40,Pareto Optimal,0.0
16226,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Request Count,5.0
16227,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Parsed Request Count,5.0
16228,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Violated Request Count,0.0
16229,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Request Success Ratio,1.0
16230,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Aborted,0.0
16231,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Lose,0.0
16232,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Success,1.0
16233,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Main Score,100.0
16234,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Sum of Points,1.0
16235,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_41,Pareto Optimal,1.0
16236,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Request Count,8.0
16237,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Parsed Request Count,8.0
16238,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Violated Request Count,0.0
16239,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Request Success Ratio,1.0
16240,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Aborted,0.0
16241,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Lose,1.0
16242,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Success,0.0
16243,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Main Score,0.0
16244,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Sum of Points,0.0
16245,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_42,Pareto Optimal,0.0
16246,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Request Count,7.0
16247,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Parsed Request Count,7.0
16248,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Violated Request Count,0.0
16249,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Request Success Ratio,1.0
16250,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Aborted,0.0
16251,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Lose,0.0
16252,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Success,1.0
16253,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Main Score,100.0
16254,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Sum of Points,1.0
16255,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_43,Pareto Optimal,1.0
16256,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Request Count,7.0
16257,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Parsed Request Count,7.0
16258,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Violated Request Count,0.0
16259,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Request Success Ratio,1.0
16260,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Aborted,0.0
16261,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Lose,0.0
16262,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Success,1.0
16263,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Main Score,100.0
16264,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Sum of Points,1.0
16265,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_44,Pareto Optimal,1.0
16266,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Request Count,5.0
16267,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Parsed Request Count,5.0
16268,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Violated Request Count,0.0
16269,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Request Success Ratio,1.0
16270,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Aborted,0.0
16271,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Lose,0.0
16272,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Success,1.0
16273,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Main Score,100.0
16274,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Sum of Points,1.0
16275,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_45,Pareto Optimal,1.0
16276,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Request Count,6.0
16277,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Parsed Request Count,6.0
16278,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Violated Request Count,0.0
16279,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Request Success Ratio,1.0
16280,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Aborted,0.0
16281,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Lose,0.0
16282,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Success,1.0
16283,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Main Score,100.0
16284,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Sum of Points,1.0
16285,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_46,Pareto Optimal,1.0
16286,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Request Count,4.0
16287,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Parsed Request Count,4.0
16288,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Violated Request Count,0.0
16289,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Request Success Ratio,1.0
16290,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Aborted,0.0
16291,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Lose,1.0
16292,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Success,0.0
16293,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Main Score,0.0
16294,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Sum of Points,0.0
16295,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_47,Pareto Optimal,0.0
16296,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Request Count,7.0
16297,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Parsed Request Count,7.0
16298,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Violated Request Count,0.0
16299,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Request Success Ratio,1.0
16300,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Aborted,0.0
16301,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Lose,0.0
16302,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Success,1.0
16303,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Main Score,50.0
16304,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Sum of Points,0.5384615384615384
16305,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_48,Pareto Optimal,0.0
16306,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Request Count,7.0
16307,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Parsed Request Count,7.0
16308,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Violated Request Count,0.0
16309,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Request Success Ratio,1.0
16310,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Aborted,0.0
16311,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Lose,0.0
16312,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Success,1.0
16313,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Main Score,100.0
16314,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Sum of Points,1.0
16315,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_de,episode_49,Pareto Optimal,1.0
16316,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Request Count,5.0
16317,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Parsed Request Count,5.0
16318,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Violated Request Count,0.0
16319,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Request Success Ratio,1.0
16320,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Aborted,0.0
16321,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Lose,0.0
16322,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Success,1.0
16323,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Main Score,100.0
16324,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Sum of Points,1.0
16325,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_0,Pareto Optimal,1.0
16326,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Request Count,5.0
16327,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Parsed Request Count,5.0
16328,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Violated Request Count,0.0
16329,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Request Success Ratio,1.0
16330,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Aborted,0.0
16331,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Lose,0.0
16332,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Success,1.0
16333,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Main Score,100.0
16334,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Sum of Points,0.875
16335,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_1,Pareto Optimal,1.0
16336,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Request Count,5.0
16337,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Parsed Request Count,5.0
16338,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Violated Request Count,0.0
16339,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Request Success Ratio,1.0
16340,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Aborted,0.0
16341,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Lose,0.0
16342,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Success,1.0
16343,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Main Score,60.0
16344,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Sum of Points,0.6
16345,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_2,Pareto Optimal,0.0
16346,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Request Count,6.0
16347,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Parsed Request Count,6.0
16348,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Violated Request Count,0.0
16349,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Request Success Ratio,1.0
16350,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Aborted,0.0
16351,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Lose,1.0
16352,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Success,0.0
16353,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Main Score,0.0
16354,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Sum of Points,0.0
16355,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_3,Pareto Optimal,0.0
16356,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Request Count,5.0
16357,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Parsed Request Count,5.0
16358,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Violated Request Count,0.0
16359,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Request Success Ratio,1.0
16360,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Aborted,0.0
16361,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Lose,0.0
16362,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Success,1.0
16363,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Main Score,100.0
16364,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Sum of Points,1.0
16365,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_4,Pareto Optimal,1.0
16366,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Request Count,9.0
16367,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Parsed Request Count,9.0
16368,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Violated Request Count,0.0
16369,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Request Success Ratio,1.0
16370,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Aborted,0.0
16371,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Lose,0.0
16372,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Success,1.0
16373,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Main Score,100.0
16374,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Sum of Points,1.0
16375,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_5,Pareto Optimal,1.0
16376,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Request Count,7.0
16377,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Parsed Request Count,7.0
16378,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Violated Request Count,0.0
16379,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Request Success Ratio,1.0
16380,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Aborted,0.0
16381,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Lose,0.0
16382,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Success,1.0
16383,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Main Score,100.0
16384,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Sum of Points,0.9285714285714286
16385,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_6,Pareto Optimal,1.0
16386,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Request Count,7.0
16387,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Parsed Request Count,7.0
16388,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Violated Request Count,0.0
16389,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Request Success Ratio,1.0
16390,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Aborted,0.0
16391,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Lose,0.0
16392,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Success,1.0
16393,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Main Score,100.0
16394,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Sum of Points,1.0
16395,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_7,Pareto Optimal,1.0
16396,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Request Count,7.0
16397,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Parsed Request Count,7.0
16398,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Violated Request Count,0.0
16399,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Request Success Ratio,1.0
16400,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Aborted,0.0
16401,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Lose,0.0
16402,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Success,1.0
16403,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Main Score,100.0
16404,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Sum of Points,1.0
16405,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_8,Pareto Optimal,1.0
16406,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Request Count,5.0
16407,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Parsed Request Count,5.0
16408,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Violated Request Count,0.0
16409,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Request Success Ratio,1.0
16410,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Aborted,0.0
16411,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Lose,0.0
16412,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Success,1.0
16413,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Main Score,100.0
16414,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Sum of Points,1.0
16415,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_9,Pareto Optimal,1.0
16416,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Request Count,7.0
16417,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Parsed Request Count,7.0
16418,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Violated Request Count,0.0
16419,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Request Success Ratio,1.0
16420,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Aborted,0.0
16421,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Lose,0.0
16422,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Success,1.0
16423,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Main Score,100.0
16424,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Sum of Points,1.0
16425,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_10,Pareto Optimal,1.0
16426,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Request Count,5.0
16427,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Parsed Request Count,5.0
16428,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Violated Request Count,0.0
16429,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Request Success Ratio,1.0
16430,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Aborted,0.0
16431,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Lose,0.0
16432,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Success,1.0
16433,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Main Score,100.0
16434,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Sum of Points,1.0
16435,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_11,Pareto Optimal,1.0
16436,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Request Count,6.0
16437,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Parsed Request Count,6.0
16438,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Violated Request Count,0.0
16439,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Request Success Ratio,1.0
16440,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Aborted,0.0
16441,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Lose,1.0
16442,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Success,0.0
16443,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Main Score,0.0
16444,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Sum of Points,0.0
16445,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_12,Pareto Optimal,0.0
16446,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Request Count,6.0
16447,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Parsed Request Count,6.0
16448,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Violated Request Count,0.0
16449,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Request Success Ratio,1.0
16450,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Aborted,0.0
16451,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Lose,0.0
16452,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Success,1.0
16453,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Main Score,9.999999999999998
16454,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Sum of Points,0.3125
16455,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_13,Pareto Optimal,0.0
16456,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Request Count,8.0
16457,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Parsed Request Count,8.0
16458,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Violated Request Count,0.0
16459,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Request Success Ratio,1.0
16460,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Aborted,0.0
16461,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Lose,1.0
16462,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Success,0.0
16463,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Main Score,0.0
16464,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Sum of Points,0.0
16465,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_14,Pareto Optimal,0.0
16466,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_15,Request Count,5.0
16467,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_15,Parsed Request Count,5.0
16468,dond,mistral-large-2411-t0.0--mistral-large-2411-t0.0,0_semi_it,episode_15,Violated Request Count,0.0
